6861.0,772.0,19.0,1.0,1.0,2.0,1.0,1.0,4.0
6861.0,772.0,19.0,1.0,2.0,3.0,1.0,1.0,4.0
3180.0,123.0,0.0,0.0,1.0,5.0,3.0,4.0,5.0
3180.0,123.0,0.0,0.0,2.0,4.0,4.0,5.0,5.0
6955.0,753.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
6955.0,753.0,0.0,0.0,2.0,3.0,1.0,5.0,5.0
1185.0,585.0,25.0,1.0,1.0,4.0,1.0,1.0,2.0
1185.0,585.0,25.0,1.0,2.0,4.0,1.0,1.0,4.0
1845.0,646.0,12.0,1.0,1.0,4.0,1.0,1.0,4.0
1845.0,646.0,12.0,1.0,2.0,4.0,1.0,1.0,4.0
4667.0,690.0,21.0,1.0,1.0,3.0,1.0,5.0,4.0
4667.0,690.0,21.0,1.0,2.0,3.0,1.0,1.0,4.0
6008.0,469.0,15.0,1.0,1.0,2.0,1.0,1.0,4.0
6008.0,469.0,15.0,1.0,2.0,3.0,1.0,1.0,2.0
5946.0,780.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
5946.0,780.0,0.0,0.0,2.0,3.0,1.0,4.0,5.0
11617.0,351.0,25.0,1.0,1.0,1.0,1.0,1.0,2.0
11617.0,351.0,25.0,1.0,2.0,1.0,1.0,1.0,4.0
5978.0,487.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0
5978.0,487.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0
1567.0,260.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0
1567.0,260.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0
8219.0,354.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0
8219.0,354.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0
2020.0,575.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
2020.0,575.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0
11844.0,499.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0
11844.0,499.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0
5367.0,564.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
5367.0,564.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0
9090.0,450.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0
9090.0,450.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0
6960.0,685.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0
6960.0,685.0,12.0,1.0,2.0,3.0,1.0,1.0,4.0
8669.0,366.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0
8669.0,366.0,0.0,0.0,2.0,1.0,1.0,5.0,5.0
7422.0,526.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0
7422.0,526.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0
3868.0,156.0,8.0,1.0,1.0,3.0,5.0,2.0,4.0
3868.0,156.0,8.0,1.0,2.0,4.0,5.0,2.0,4.0
5892.0,347.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0
5892.0,347.0,0.0,0.0,2.0,3.0,1.0,5.0,5.0
1953.0,837.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0
1953.0,837.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0
602.0,553.0,17.0,1.0,1.0,4.0,1.0,4.0,2.0
602.0,553.0,17.0,1.0,2.0,4.0,1.0,1.0,4.0
7328.0,745.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0
7328.0,745.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0
6579.0,436.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0
6579.0,436.0,5.0,1.0,2.0,3.0,1.0,3.0,4.0
4545.0,360.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
4545.0,360.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0
9582.0,202.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0
9582.0,202.0,0.0,0.0,2.0,1.0,4.0,5.0,5.0
1095.0,440.0,5.0,1.0,1.0,4.0,1.0,4.0,4.0
1095.0,440.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0
5298.0,344.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0
5298.0,344.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0
3269.0,789.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0
3269.0,789.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0
7892.0,671.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
7892.0,671.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0
8010.0,214.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0
8010.0,214.0,0.0,0.0,2.0,2.0,3.0,4.0,5.0
5638.0,486.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0
5638.0,486.0,0.0,0.0,2.0,3.0,1.0,5.0,5.0
5778.0,250.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0
5778.0,250.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0
3040.0,696.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0
3040.0,696.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0
1343.0,488.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
1343.0,488.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0
1938.0,844.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0
1938.0,844.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0
1916.0,537.0,0.0,0.0,1.0,5.0,1.0,5.0,5.0
1916.0,537.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0
11438.0,603.0,23.0,1.0,1.0,1.0,1.0,1.0,2.0
11438.0,603.0,23.0,1.0,2.0,1.0,1.0,1.0,2.0
10739.0,219.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0
10739.0,219.0,0.0,0.0,2.0,1.0,3.0,5.0,5.0
6368.0,581.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
6368.0,581.0,0.0,0.0,2.0,3.0,1.0,5.0,5.0
11263.0,763.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0
11263.0,763.0,0.0,0.0,2.0,1.0,1.0,5.0,5.0
1335.0,163.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0
1335.0,163.0,0.0,0.0,2.0,4.0,5.0,5.0,5.0
3794.0,194.0,0.0,0.0,1.0,4.0,3.0,4.0,5.0
3794.0,194.0,0.0,0.0,2.0,3.0,3.0,5.0,5.0
7309.0,315.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0
7309.0,315.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0
6886.0,506.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0
6886.0,506.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0
7415.0,583.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0
7415.0,583.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0
7555.0,629.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0
7555.0,629.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0
2327.0,373.0,14.0,1.0,1.0,5.0,1.0,2.0,4.0
2327.0,373.0,14.0,1.0,2.0,4.0,1.0,1.0,4.0
10773.0,382.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0
10773.0,382.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0
7111.0,729.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0
7111.0,729.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0
375.0,528.0,0.0,0.0,1.0,5.0,1.0,4.0,5.0
375.0,528.0,0.0,0.0,2.0,5.0,1.0,4.0,5.0
5084.0,149.0,11.0,1.0,1.0,3.0,5.0,1.0,4.0
5084.0,149.0,11.0,1.0,2.0,4.0,4.0,1.0,2.0
2687.0,273.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0
2687.0,273.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0
11391.0,108.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0
11391.0,108.0,0.0,0.0,2.0,1.0,5.0,5.0,5.0
5571.0,785.0,15.0,1.0,1.0,3.0,1.0,2.0,4.0
5571.0,785.0,15.0,1.0,2.0,3.0,1.0,1.0,4.0
976.0,544.0,25.0,1.0,1.0,4.0,1.0,1.0,4.0
976.0,544.0,25.0,1.0,2.0,4.0,1.0,1.0,2.0
3101.0,568.0,0.0,0.0,1.0,5.0,1.0,4.0,5.0
3101.0,568.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0
9488.0,429.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0
9488.0,429.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0
5994.0,467.0,15.0,1.0,1.0,3.0,1.0,3.0,2.0
5994.0,467.0,15.0,1.0,2.0,2.0,1.0,1.0,2.0
10138.0,688.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0
10138.0,688.0,0.0,0.0,2.0,1.0,1.0,5.0,5.0
9777.0,332.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0
9777.0,332.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0
4462.0,249.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0
4462.0,249.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0
10694.0,80.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0
10694.0,80.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0
9633.0,126.0,21.0,1.0,1.0,1.0,4.0,5.0,2.0
9633.0,126.0,21.0,1.0,2.0,1.0,5.0,1.0,4.0
4888.0,627.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0
4888.0,627.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0
11988.0,421.0,16.0,1.0,1.0,2.0,1.0,4.0,2.0
11988.0,421.0,16.0,1.0,2.0,1.0,1.0,1.0,4.0
10127.0,430.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0
10127.0,430.0,12.0,1.0,2.0,1.0,1.0,1.0,4.0
9280.0,345.0,21.0,1.0,1.0,1.0,1.0,5.0,4.0
9280.0,345.0,21.0,1.0,2.0,1.0,1.0,1.0,4.0
7205.0,347.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0
7205.0,347.0,0.0,0.0,2.0,3.0,1.0,4.0,5.0
3412.0,162.0,0.0,0.0,1.0,4.0,3.0,5.0,5.0
3412.0,162.0,0.0,0.0,2.0,4.0,4.0,5.0,5.0
2763.0,642.0,5.0,1.0,1.0,5.0,1.0,4.0,2.0
2763.0,642.0,5.0,1.0,2.0,4.0,1.0,3.0,4.0
3930.0,812.0,10.0,1.0,1.0,3.0,1.0,1.0,2.0
